timestamp,ABSOLUTE TIME,GROUND VELOCITY,VELOCITY BODY Z,VELOCITY BODY X,VELOCITY BODY Y,VELOCITY WORLD Z,VELOCITY WORLD X,VELOCITY WORLD Y,ACCELERATION BODY X,ACCELERATION BODY Y,ACCELERATION BODY Z,ROTATION VELOCITY BODY X,ROTATION VELOCITY BODY Y,ROTATION VELOCITY BODY Z,RELATIVE WIND VELOCITY BODY X,RELATIVE WIND VELOCITY BODY Y,RELATIVE WIND VELOCITY BODY Z,PLANE LATITUDE,PLANE LONGITUDE,PLANE ALTITUDE,PLANE PITCH DEGREES,PLANE BANK DEGREES,PLANE HEADING DEGREES TRUE,PLANE HEADING DEGREES MAGNETIC,INCIDENCE ALPHA,INCIDENCE BETA,SEA LEVEL PRESSURE,AIRSPEED TRUE,AIRSPEED INDICATED,AIRSPEED MACH,VERTICAL SPEED,AILERON LEFT DEFLECTION,FLAPS_HANDLE_INDEX,ELEVATOR_POSITION,AILERON_POSITION,RUDDER_POSITION,AILERON LEFT DEFLECTION,AILERON RIGHT DEFLECTION,RUDDER DEFLECTION,ELEVATOR DEFLECTION,status1,status2,ap_speed_set,ap_hdg_set,ap_alt_set,ap_vs_set,status3,eng1_n1,eng1_n2,eng2_n1,eng2_n2,eng1_ff
2026-01-07T13:07:32.799318,63794953311.46301,255.17219444901045,433.18859569007014,-0.3390259002244792,-25.111590243775872,-22.41277173082257,430.2519498508633,52.745620045714624,-0.030756934447186524,0.10169637882656701,1.1742987005260597,-0.04549691805472036,0.10114789367475953,0.01810386974182639,-0.3545636002445439,-25.061569828149107,433.8302155521172,41.83198470109351,12.36568434066101,3652.517550120114,-0.17373447120189667,-0.4363827169966473,1.6710043099245127,1.6165238390432521,0.05760735981877134,-0.0008455240818297605,1013.2001342773438,257.2166748046875,248.26153564453125,0.39454412050358256,3171.337509155267,-0.008459894002856115,0.0,0.003174021851919673,-0.04046608040942629,0.01654153695904291,-0.008509154564476552,-0.008508861285439614,0.0028670176032469306,0.0005943072637930262,5,71,-999,-999,18000,-12700,0,86.5966796875,95.15380859375,86.5966796875,95.15380859375,10043
2026-01-07T13:07:35.146669,63794953313.79642,256.77249767219365,435.9250871797621,-0.386721634494179,-24.879925138612048,-56.71552484181041,429.74141202789497,53.03625313805796,0.04004687490057002,0.07276336621304225,1.1504473922660514,-0.04544043541753135,0.09983603205875934,0.01954495199516194,-0.3748644482083322,-24.85879388323114,436.3522446993246,41.831712792073155,12.369084032847184,3766.4113416652413,-0.172926664352417,-0.43644918600207366,1.7431746417170975,1.68924552753154,0.0568272937001827,-0.000835954680897862,1013.2001342773438,258.669677734375,249.28836059570312,0.39686762089198735,3186.1667633056577,-0.008486757233349929,0.0,0.0020142830983336385,-0.04034376217821912,0.015870109259598364,-0.00840719255420859,-0.0083863405266451,0.0027389525642236936,0.0003798244705382771,5,71,-999,-999,18000,-12700,0,86.63330078125,95.147705078125,86.63330078125,95.147705078125,10203
2026-01-07T13:07:37.354795,63794953316.01871,258.25621466585807,438.47299115852735,-0.2883377743431632,-24.69312981362565,-89.69658310919297,426.6089698440561,53.27869920011609,0.046670483234064974,0.07185531357778885,1.127253375859187,-0.045130528155887174,0.09914554681572434,0.019231488632914472,-0.27562982274385833,-24.673489322517188,438.8731360619716,41.831242426772825,12.372537440725827,3883.2417241207,-0.1722128540277481,-0.4361608352258128,1.8179567781556172,1.7640542437712328,0.05607866464629376,-0.0005938918616755366,1013.2001342773438,260.17218017578125,250.39495849609375,0.39939896100577266,3200.7543182372983,-0.007393151574089644,0.0,0.0017090886894952084,-0.03532641472195881,0.015564914850759934,-0.007365849511909835,-0.007365593933686464,0.0026846738764351873,0.00029620987658615633,5,71,-999,-999,18000,-12700,0,86.65771484375,95.1416015625,86.65771484375,95.1416015625,10311
2026-01-07T13:07:39.544794,63794953318.241,259.68211702204843,440.8831387467933,-0.1651120119914449,-24.519021044487143,-121.73634503084917,421.0805645338921,53.50325597474641,0.06428568751682384,0.08947304714393667,1.1036474976527773,-0.04470516285809778,0.09836380164294883,0.0187519487506634,-0.14798414082597877,-24.496576828588623,441.27308296185856,41.83059167034749,12.375917883377301,3999.3461860163497,-0.17152653634548187,-0.4361013509001649,1.8907868268885957,1.8362789043569445,0.0553697375835722,-0.00029159438762088873,1013.2001342773438,261.5887451171875,251.19973754882812,0.40170772022529727,3213.5380554199155,-0.0064549678627580905,0.0,0.0010376609900506623,-0.03104004714331106,0.014893487151315388,-0.008896231965561467,-0.00889565036960295,0.002545992076645416,0.000177425979955412,5,71,-999,-999,18000,-12700,0,86.68212890625,95.12939453125,86.68212890625,95.12939453125,10457
2026-01-07T13:07:41.734334,63794953320.407715,261.07651463531533,443.2699800267208,-2.1351042092659,-24.58676484941678,-153.09444461800078,413.2570444383286,53.87179167260648,-1.9710261185681919,0.12953837844326443,1.0543557829009327,-0.04377193334616913,0.10237632226543003,0.1350169483313275,-2.657088669475822,-24.549583730407573,443.60615782177143,41.829749876912636,12.379240550625688,4115.04169069442,-0.17005929350852966,-0.40469666010140226,1.9661701092691586,1.9116502882249788,0.05513196456307329,-0.006906710626585578,1013.2001342773438,262.9515075683594,252.16024780273438,0.40397282938107565,3249.0861511230405,-0.10760653713712091,0.0,-0.006775315876213148,-0.42221423456614254,-0.02404931941646829,-0.10555815755261198,-0.10555491179968796,-0.004171022580908595,-0.0010133262789532801,5,71,-999,-999,18000,-12700,0,86.724853515625,95.12939453125,86.724853515625,95.12939453125,10639
2026-01-07T13:07:43.854269,63794953322.51883,262.2841243425877,445.5050835751702,-4.021577325002543,-23.27498701780678,-179.49051095004486,404.7231829569942,55.18548193786609,0.08119163968490817,0.9024206507511146,1.0474012834572557,-0.022049355438657946,0.06495666274194602,0.17091767011550152,-3.9984324443666646,-23.034841052649593,445.8578128082443,41.82873888425863,12.382459251184569,4232.444172186186,-0.17072071135044098,-0.30050116966425483,2.0221690159775214,1.9674199477053316,0.05122831424431535,-0.008841299883955137,1013.2001342773438,264.3035583496094,253.07958984375,0.40609289417936256,3328.9384460449155,-0.0973726403993783,0.0,-0.017884392357932002,-0.3926632169982527,-0.019044131111518037,-0.09519221702492361,-0.09423628457512177,-0.0032720651488260272,-0.0021227294775062887,5,71,-999,-999,18000,-12700,0,86.75537109375,95.1171875,86.75537109375,95.1171875,10787
2026-01-07T13:07:46.024264,63794953324.68549,263.47501571804554,447.6958531702947,-2.8965505645680247,-21.958348678245386,-198.4016983081261,398.02132944939075,56.229133911567345,0.8049598695538025,0.3059397342862802,0.9634475506927931,-0.01207417692986372,0.04171852998406022,0.12581893839606584,-2.675254906012037,-21.8611609267424,448.0683561780648,41.82757530175752,12.385727683990622,4356.76694463233,-0.17244559526443481,-0.20805068991049946,2.0568806069609074,2.0020094512848248,0.048555351674905246,-0.005608172335091631,1013.2001342773438,265.5824890136719,253.94248962402344,0.40817010422349015,3391.6747283935483,-0.05835354400348055,0.0,-0.013123359580052493,-0.2739688471497525,-0.010010376609900506,-0.05833541940981903,-0.05697304982889043,-0.002004640920188902,-0.0014414679325298965,5,71,-999,115,18000,-12700,0,86.767578125,95.10498046875,86.767578125,95.10498046875,10886
2026-01-07T13:07:48.272674,63794953326.963264,264.59260939042764,449.76854729153365,-1.6017519873572632,-21.789582214519346,-212.0553003784151,393.08032850756075,57.628476765014646,0.5395423164786912,0.11199749576570284,0.8454320888537872,-0.010284982194004345,0.02835946349433184,0.08160707333331807,-1.473905059415371,-21.762810845553776,450.0425472319207,41.82633129096998,12.388876946346697,4481.5897839713525,-0.17618229985237122,-0.14706580850901077,2.080408119235624,2.025466439550379,0.04826328375393113,-0.0029065054067598105,1013.2001342773438,266.7356262207031,254.64358520507812,0.41007925179743815,3488.8240814208916,-0.044340045207016156,0.0,-0.006348043703839346,-0.26031960220852657,-0.008789598974546786,-0.06230751770252332,-0.06777592736988323,-0.00208861362695117,-0.0006919798745099944,5,65,-999,115,18000,-12700,0,86.798095703125,95.08056640625,86.798095703125,95.08056640625,11105
2026-01-07T13:07:50.432742,63794953329.12992,265.41032564752584,451.37154190803625,-3.9440331106870055,-22.126204245810168,-220.89670968620428,389.7239251179673,59.85045204218399,-1.7947801637497696,0.21143291465915937,0.6286800391085245,-0.010239924046634376,0.015818748838790322,0.26906859684475853,-4.355608085192941,-22.064567681708713,451.5633504299219,41.82506025658513,12.391926220155483,4605.683952927601,-0.1817714422941208,-0.04609038004806362,2.1008499193500487,2.045776297336902,0.04845019051569461,-0.010034491056746295,1013.2001342773438,267.6177978515625,255.06907653808594,0.411625924211956,3635.928955078118,-0.08145751589015873,0.0,-0.012512970762375633,-0.3200419158344233,-0.029664896539095403,-0.06805443146144721,-0.06528168538528697,-0.005051893898960707,-0.0013548987801625645,5,65,-999,115,18000,-12700,0,86.834716796875,95.068359375,86.834716796875,95.068359375,11287
2026-01-07T13:07:52.562742,63794953331.24103,265.99542985277157,452.7037995995266,-1.1386301067456766,-21.007893262826887,-222.76627728359466,389.8517277148745,61.88583343258915,1.9315783383999587,-0.07289861281825338,0.53787987969433,-0.004753032286511243,-0.02096278074125371,0.030411914595587782,-0.7572086925250973,-21.023077888840685,452.85767762850503,41.823777454327725,12.394957720514036,4736.56449316922,-0.18376319110393524,0.03093849709668259,2.0884873819249297,2.0332729287640947,0.046414761824617824,-0.0005211408184303216,1013.2001342773438,268.3614807128906,255.32315063476562,0.41289216565577996,3735.211029052727,0.019206703147857523,0.0,-0.008301287920405298,0.15703135403717403,0.005615577122627113,0.03230711539898694,0.03990810460047604,0.0009702097354182589,-0.0009171041317583602,5,65,-999,116,18000,-12700,0,86.846923828125,95.0439453125,86.846923828125,95.0439453125,11422
